REF_AREA,TIME_PERIOD,MEASURE,SEX,AGE,UNIT,OBS_VALUE,AGE
FIN,2020,PRABCQDD,F,0-9Y,DEN,60829,Y0T9
FIN,2020,PRABCQDD,F,10-19Y,DEN,526342,Y10T19
FIN,2020,PRABCQDD,F,20-29Y,DEN,781282,Y20T29
FIN,2020,PRABCQDD,F,30-39Y,DEN,748409,Y30T39
FIN,2020,PRABCQDD,F,40-49Y,DEN,750191,Y40T49
FIN,2020,PRABCQDD,F,50-59Y,DEN,876003,Y50T59
FIN,2020,PRABCQDD,F,60-69Y,DEN,930460,Y60T69
FIN,2020,PRABCQDD,F,70-79Y,DEN,900033,Y70T79
FIN,2020,PRABCQDD,F,80Y_OVER,DEN,901205,Y_GE80
FIN,2022,PRABCQDD,M,0-9Y,DEN,363597,Y0T9
FIN,2022,PRABCQDD,M,10-19Y,DEN,552793,Y10T19
FIN,2022,PRABCQDD,M,20-29Y,DEN,530704,Y20T29
FIN,2022,PRABCQDD,M,30-39Y,DEN,585779,Y30T39
FIN,2022,PRABCQDD,M,40-49Y,DEN,681327,Y40T49
FIN,2022,PRABCQDD,M,50-59Y,DEN,795675,Y50T59
FIN,2022,PRABCQDD,M,60-69Y,DEN,957098,Y60T69
FIN,2022,PRABCQDD,M,70-79Y,DEN,957315,Y70T79
FIN,2022,PRABCQDD,M,80Y_OVER,DEN,587683,Y_GE80
FIN,2022,PRABCQDD,F,0-9Y,DEN,311322,Y0T9
FIN,2022,PRABCQDD,F,10-19Y,DEN,612241,Y10T19
FIN,2022,PRABCQDD,F,20-29Y,DEN,1008844,Y20T29
FIN,2022,PRABCQDD,F,30-39Y,DEN,1044385,Y30T39
FIN,2022,PRABCQDD,F,40-49Y,DEN,1058490,Y40T49
FIN,2022,PRABCQDD,F,50-59Y,DEN,1156000,Y50T59
FIN,2022,PRABCQDD,F,60-69Y,DEN,1260036,Y60T69
FIN,2022,PRABCQDD,F,70-79Y,DEN,1233305,Y70T79
FIN,2022,PRABCQDD,F,80Y_OVER,DEN,1201692,Y_GE80
FIN,2013,PRABOUDD,M,0-9Y,NUM,999710.63,Y0T9
FIN,2013,PRABOUDD,M,10-19Y,NUM,1260535.9,Y10T19
FIN,2013,PRABOUDD,M,20-29Y,NUM,1295986.1,Y20T29
FIN,2013,PRABOUDD,M,30-39Y,NUM,1533754.5,Y30T39
FIN,2013,PRABOUDD,M,40-49Y,NUM,1626390.3,Y40T49
FIN,2013,PRABOUDD,M,50-59Y,NUM,1872449,Y50T59
FIN,2013,PRABOUDD,M,60-69Y,NUM,1956148.3,Y60T69
FIN,2013,PRABOUDD,M,70-79Y,NUM,1180594.6,Y70T79
FIN,2013,PRABOUDD,M,80Y_OVER,NUM,681708.75,Y_GE80
FIN,2013,PRABOUDD,F,0-9Y,NUM,851728.38,Y0T9
FIN,2013,PRABOUDD,F,10-19Y,NUM,1415889.9,Y10T19
FIN,2013,PRABOUDD,F,20-29Y,NUM,2115354.5,Y20T29
FIN,2013,PRABOUDD,F,30-39Y,NUM,2260735.8,Y30T39
FIN,2013,PRABOUDD,F,40-49Y,NUM,2259168.5,Y40T49
FIN,2013,PRABOUDD,F,50-59Y,NUM,2634705.5,Y50T59
FIN,2013,PRABOUDD,F,60-69Y,NUM,2549167,Y60T69
FIN,2013,PRABOUDD,F,70-79Y,NUM,1723377.9,Y70T79
FIN,2013,PRABOUDD,F,80Y_OVER,NUM,1825387.9,Y_GE80
FIN,2015,PRABOUDD,M,0-9Y,NUM,828026.56,Y0T9
FIN,2015,PRABOUDD,M,10-19Y,NUM,1138205.3,Y10T19
FIN,2015,PRABOUDD,M,20-29Y,NUM,1195132.9,Y20T29
FIN,2015,PRABOUDD,M,30-39Y,NUM,1437250.8,Y30T39
FIN,2015,PRABOUDD,M,40-49Y,NUM,1529050.3,Y40T49
FIN,2015,PRABOUDD,M,50-59Y,NUM,1812886.1,Y50T59
FIN,2015,PRABOUDD,M,60-69Y,NUM,1967008.9,Y60T69
FIN,2015,PRABOUDD,M,70-79Y,NUM,1298962.6,Y70T79
FIN,2015,PRABOUDD,M,80Y_OVER,NUM,742840.56,Y_GE80
FIN,2015,PRABOUDD,F,0-9Y,NUM,693750.69,Y0T9
FIN,2015,PRABOUDD,F,10-19Y,NUM,1294084.8,Y10T19
FIN,2015,PRABOUDD,F,20-29Y,NUM,1977112.5,Y20T29
FIN,2015,PRABOUDD,F,30-39Y,NUM,2141589.5,Y30T39
FIN,2015,PRABOUDD,F,40-49Y,NUM,2108300,Y40T49
FIN,2015,PRABOUDD,F,50-59Y,NUM,2476736.3,Y50T59
FIN,2015,PRABOUDD,F,60-69Y,NUM,2531442.3,Y60T69
FIN,2015,PRABOUDD,F,70-79Y,NUM,1762339.5,Y70T79
FIN,2015,PRABOUDD,F,80Y_OVER,NUM,1789554.3,Y_GE80
FIN,2017,PRABOUDD,M,0-9Y,NUM,690253,Y0T9
FIN,2017,PRABOUDD,M,10-19Y,NUM,1005986,Y10T19
FIN,2017,PRABOUDD,M,20-29Y,NUM,1052712,Y20T29
FIN,2017,PRABOUDD,M,30-39Y,NUM,1230062,Y30T39
FIN,2017,PRABOUDD,M,40-49Y,NUM,1327191,Y40T49
FIN,2017,PRABOUDD,M,50-59Y,NUM,1598014,Y50T59
FIN,2017,PRABOUDD,M,60-69Y,NUM,1730274,Y60T69
FIN,2017,PRABOUDD,M,70-79Y,NUM,1349390,Y70T79
FIN,2017,PRABOUDD,M,80Y_OVER,NUM,745305,Y_GE80
FIN,2017,PRABOUDD,F,0-9Y,NUM,575235,Y0T9
FIN,2017,PRABOUDD,F,10-19Y,NUM,1135246,Y10T19
FIN,2017,PRABOUDD,F,20-29Y,NUM,1722709,Y20T29
FIN,2017,PRABOUDD,F,30-39Y,NUM,1790580,Y30T39
FIN,2017,PRABOUDD,F,40-49Y,NUM,1781999,Y40T49
FIN,2017,PRABOUDD,F,50-59Y,NUM,2110331,Y50T59
FIN,2017,PRABOUDD,F,60-69Y,NUM,2182495,Y60T69
FIN,2017,PRABOUDD,F,70-79Y,NUM,1737855,Y70T79
FIN,2017,PRABOUDD,F,80Y_OVER,NUM,1666399,Y_GE80
FIN,2020,PRABOUDD,M,0-9Y,NUM,61313,Y0T9
FIN,2020,PRABOUDD,M,10-19Y,NUM,448624,Y10T19
FIN,2020,PRABOUDD,M,20-29Y,NUM,451766,Y20T29
FIN,2020,PRABOUDD,M,30-39Y,NUM,451545,Y30T39
FIN,2020,PRABOUDD,M,40-49Y,NUM,537355,Y40T49
FIN,2020,PRABOUDD,M,50-59Y,NUM,680549,Y50T59
FIN,2020,PRABOUDD,M,60-69Y,NUM,792321,Y60T69
FIN,2020,PRABOUDD,M,70-79Y,NUM,762286,Y70T79
FIN,2020,PRABOUDD,M,80Y_OVER,NUM,472081,Y_GE80
FIN,2020,PRABOUDD,F,0-9Y,NUM,60829,Y0T9
FIN,2020,PRABOUDD,F,10-19Y,NUM,526342,Y10T19
FIN,2020,PRABOUDD,F,20-29Y,NUM,781282,Y20T29
FIN,2020,PRABOUDD,F,30-39Y,NUM,748409,Y30T39
FIN,2020,PRABOUDD,F,40-49Y,NUM,750191,Y40T49
FIN,2020,PRABOUDD,F,50-59Y,NUM,876003,Y50T59
FIN,2020,PRABOUDD,F,60-69Y,NUM,930460,Y60T69
FIN,2020,PRABOUDD,F,70-79Y,NUM,900033,Y70T79
FIN,2020,PRABOUDD,F,80Y_OVER,NUM,901205,Y_GE80
FIN,2022,PRABOUDD,M,0-9Y,NUM,363597,Y0T9
FIN,2022,PRABOUDD,M,10-19Y,NUM,552793,Y10T19
FIN,2022,PRABOUDD,M,20-29Y,NUM,530704,Y20T29
FIN,2022,PRABOUDD,M,30-39Y,NUM,585779,Y30T39
FIN,2022,PRABOUDD,M,40-49Y,NUM,681327,Y40T49
FIN,2022,PRABOUDD,M,50-59Y,NUM,795675,Y50T59
FIN,2022,PRABOUDD,M,60-69Y,NUM,957098,Y60T69
FIN,2022,PRABOUDD,M,70-79Y,NUM,957315,Y70T79
FIN,2022,PRABOUDD,M,80Y_OVER,NUM,587683,Y_GE80
FIN,2022,PRABOUDD,F,0-9Y,NUM,311322,Y0T9
FIN,2022,PRABOUDD,F,10-19Y,NUM,612241,Y10T19
FIN,2022,PRABOUDD,F,20-29Y,NUM,1008844,Y20T29
FIN,2022,PRABOUDD,F,30-39Y,NUM,1044385,Y30T39
FIN,2022,PRABOUDD,F,40-49Y,NUM,1058490,Y40T49
FIN,2022,PRABOUDD,F,50-59Y,NUM,1156000,Y50T59
FIN,2022,PRABOUDD,F,60-69Y,NUM,1260036,Y60T69
FIN,2022,PRABOUDD,F,70-79Y,NUM,1233305,Y70T79
FIN,2022,PRABOUDD,F,80Y_OVER,NUM,1201692,Y_GE80
FIN,2013,PRABOUDD,M,0-9Y,DEN,308710,Y0T9
FIN,2013,PRABOUDD,M,10-19Y,DEN,308790,Y10T19
FIN,2013,PRABOUDD,M,20-29Y,DEN,348690,Y20T29
FIN,2013,PRABOUDD,M,30-39Y,DEN,355480,Y30T39
FIN,2013,PRABOUDD,M,40-49Y,DEN,347600,Y40T49
FIN,2013,PRABOUDD,M,50-59Y,DEN,373020,Y50T59
FIN,2013,PRABOUDD,M,60-69Y,DEN,357840,Y60T69
FIN,2013,PRABOUDD,M,70-79Y,DEN,189940,Y70T79
FIN,2013,PRABOUDD,M,80Y_OVER,DEN,90730,Y_GE80
FIN,2013,PRABOUDD,F,0-9Y,DEN,295140,Y0T9
FIN,2013,PRABOUDD,F,10-19Y,DEN,295930,Y10T19
FIN,2013,PRABOUDD,F,20-29Y,DEN,332190,Y20T29
FIN,2013,PRABOUDD,F,30-39Y,DEN,335650,Y30T39
FIN,2013,PRABOUDD,F,40-49Y,DEN,336950,Y40T49
FIN,2013,PRABOUDD,F,50-59Y,DEN,376310,Y50T59
FIN,2013,PRABOUDD,F,60-69Y,DEN,379520,Y60T69
FIN,2013,PRABOUDD,F,70-79Y,DEN,237490,Y70T79
FIN,2013,PRABOUDD,F,80Y_OVER,DEN,182000,Y_GE80
FIN,2015,PRABOUDD,M,0-9Y,DEN,307995,Y0T9
FIN,2015,PRABOUDD,M,10-19Y,DEN,304209,Y10T19
FIN,2015,PRABOUDD,M,20-29Y,DEN,349020,Y20T29
FIN,2015,PRABOUDD,M,30-39Y,DEN,362000,Y30T39
FIN,2015,PRABOUDD,M,40-49Y,DEN,340707,Y40T49
FIN,2015,PRABOUDD,M,50-59Y,DEN,371083,Y50T59
FIN,2015,PRABOUDD,M,60-69Y,DEN,364795,Y60T69
FIN,2015,PRABOUDD,M,70-79Y,DEN,206122,Y70T79
FIN,2015,PRABOUDD,M,80Y_OVER,DEN,97342,Y_GE80
FIN,2015,PRABOUDD,F,0-9Y,DEN,294134,Y0T9
FIN,2015,PRABOUDD,F,10-19Y,DEN,291046,Y10T19
FIN,2015,PRABOUDD,F,20-29Y,DEN,332956,Y20T29
FIN,2015,PRABOUDD,F,30-39Y,DEN,341345,Y30T39
FIN,2015,PRABOUDD,F,40-49Y,DEN,328574,Y40T49
FIN,2015,PRABOUDD,F,50-59Y,DEN,372237,Y50T59
FIN,2015,PRABOUDD,F,60-69Y,DEN,388326,Y60T69
FIN,2015,PRABOUDD,F,70-79Y,DEN,252281,Y70T79
FIN,2015,PRABOUDD,F,80Y_OVER,DEN,186204,Y_GE80
FIN,2017,PRABOUDD,M,0-9Y,DEN,300862,Y0T9
FIN,2017,PRABOUDD,M,10-19Y,DEN,306669,Y10T19
FIN,2017,PRABOUDD,M,20-29Y,DEN,350521,Y20T29
FIN,2017,PRABOUDD,M,30-39Y,DEN,363442,Y30T39
FIN,2017,PRABOUDD,M,40-49Y,DEN,338416,Y40T49
FIN,2017,PRABOUDD,M,50-59Y,DEN,368328,Y50T59
FIN,2017,PRABOUDD,M,60-69Y,DEN,357729,Y60T69
FIN,2017,PRABOUDD,M,70-79Y,DEN,234026,Y70T79
FIN,2017,PRABOUDD,M,80Y_OVER,DEN,103694,Y_GE80
FIN,2017,PRABOUDD,F,0-9Y,DEN,287840,Y0T9
FIN,2017,PRABOUDD,F,10-19Y,DEN,291674,Y10T19
FIN,2017,PRABOUDD,F,20-29Y,DEN,332149,Y20T29
FIN,2017,PRABOUDD,F,30-39Y,DEN,341130,Y30T39
FIN,2017,PRABOUDD,F,40-49Y,DEN,324282,Y40T49
FIN,2017,PRABOUDD,F,50-59Y,DEN,368080,Y50T59
FIN,2017,PRABOUDD,F,60-69Y,DEN,380187,Y60T69
FIN,2017,PRABOUDD,F,70-79Y,DEN,280701,Y70T79
FIN,2017,PRABOUDD,F,80Y_OVER,DEN,191170,Y_GE80
FIN,2020,PRABOUDD,M,0-9Y,DEN,74234,Y0T9
FIN,2020,PRABOUDD,M,10-19Y,DEN,108960,Y10T19
FIN,2020,PRABOUDD,M,20-29Y,DEN,146315,Y20T29
FIN,2020,PRABOUDD,M,30-39Y,DEN,196037,Y30T39
FIN,2020,PRABOUDD,M,40-49Y,DEN,215438,Y40T49
FIN,2020,PRABOUDD,M,50-59Y,DEN,263830,Y50T59
FIN,2020,PRABOUDD,M,60-69Y,DEN,291708,Y60T69
FIN,2020,PRABOUDD,M,70-79Y,DEN,259098,Y70T79
FIN,2020,PRABOUDD,M,80Y_OVER,DEN,134832,Y_GE80
FIN,2020,PRABOUDD,F,0-9Y,DEN,59433,Y0T9
FIN,2020,PRABOUDD,F,10-19Y,DEN,109785,Y10T19
FIN,2020,PRABOUDD,F,20-29Y,DEN,200725,Y20T29
FIN,2020,PRABOUDD,F,30-39Y,DEN,234658,Y30T39
FIN,2020,PRABOUDD,F,40-49Y,DEN,242417,Y40T49
FIN,2020,PRABOUDD,F,50-59Y,DEN,295789,Y50T59
FIN,2020,PRABOUDD,F,60-69Y,DEN,325037,Y60T69
FIN,2020,PRABOUDD,F,70-79Y,DEN,302721,Y70T79
FIN,2020,PRABOUDD,F,80Y_OVER,DEN,227770,Y_GE80
FIN,2022,PRABOUDD,M,0-9Y,DEN,93856,Y0T9
FIN,2022,PRABOUDD,M,10-19Y,DEN,122026,Y10T19
FIN,2022,PRABOUDD,M,20-29Y,DEN,147733,Y20T29
FIN,2022,PRABOUDD,M,30-39Y,DEN,201011,Y30T39
FIN,2022,PRABOUDD,M,40-49Y,DEN,226743,Y40T49
FIN,2022,PRABOUDD,M,50-59Y,DEN,257493,Y50T59
FIN,2022,PRABOUDD,M,60-69Y,DEN,292378,Y60T69
FIN,2022,PRABOUDD,M,70-79Y,DEN,275836,Y70T79
FIN,2022,PRABOUDD,M,80Y_OVER,DEN,141919,Y_GE80
FIN,2022,PRABOUDD,F,0-9Y,DEN,77461,Y0T9
FIN,2022,PRABOUDD,F,10-19Y,DEN,120333,Y10T19
FIN,2022,PRABOUDD,F,20-29Y,DEN,204095,Y20T29
FIN,2022,PRABOUDD,F,30-39Y,DEN,244308,Y30T39
FIN,2022,PRABOUDD,F,40-49Y,DEN,255911,Y40T49
FIN,2022,PRABOUDD,F,50-59Y,DEN,288139,Y50T59
FIN,2022,PRABOUDD,F,60-69Y,DEN,327256,Y60T69
FIN,2022,PRABOUDD,F,70-79Y,DEN,323724,Y70T79
FIN,2022,PRABOUDD,F,80Y_OVER,DEN,232889,Y_GE80
FIN,2013,PRACCUNS,M,20-29Y,NUM,5,Y20T29
FIN,2013,PRACCUNS,M,30-39Y,NUM,24,Y30T39
FIN,2013,PRACCUNS,M,40-49Y,NUM,79,Y40T49
FIN,2013,PRACCUNS,M,50-59Y,NUM,187,Y50T59
FIN,2013,PRACCUNS,M,60-69Y,NUM,338,Y60T69
FIN,2013,PRACCUNS,M,70-79Y,NUM,226,Y70T79
FIN,2013,PRACCUNS,M,80Y_OVER,NUM,56,Y_GE80
FIN,2013,PRACCUNS,F,10-19Y,NUM,1,Y10T19
FIN,2013,PRACCUNS,F,20-29Y,NUM,6,Y20T29
FIN,2013,PRACCUNS,F,30-39Y,NUM,14,Y30T39
FIN,2013,PRACCUNS,F,40-49Y,NUM,43,Y40T49
FIN,2013,PRACCUNS,F,50-59Y,NUM,65,Y50T59
FIN,2013,PRACCUNS,F,60-69Y,NUM,133,Y60T69
FIN,2013,PRACCUNS,F,70-79Y,NUM,132,Y70T79
FIN,2013,PRACCUNS,F,80Y_OVER,NUM,59,Y_GE80
FIN,2015,PRACCUNS,M,20-29Y,NUM,6,Y20T29
FIN,2015,PRACCUNS,M,30-39Y,NUM,22,Y30T39
FIN,2015,PRACCUNS,M,40-49Y,NUM,62,Y40T49
FIN,2015,PRACCUNS,M,50-59Y,NUM,186,Y50T59
FIN,2015,PRACCUNS,M,60-69Y,NUM,302,Y60T69
FIN,2015,PRACCUNS,M,70-79Y,NUM,218,Y70T79
FIN,2015,PRACCUNS,M,80Y_OVER,NUM,58,Y_GE80
FIN,2015,PRACCUNS,F,10-19Y,NUM,1,Y10T19
FIN,2015,PRACCUNS,F,20-29Y,NUM,3,Y20T29
FIN,2015,PRACCUNS,F,30-39Y,NUM,18,Y30T39
FIN,2015,PRACCUNS,F,40-49Y,NUM,38,Y40T49
FIN,2015,PRACCUNS,F,50-59Y,NUM,71,Y50T59
FIN,2015,PRACCUNS,F,60-69Y,NUM,128,Y60T69
FIN,2015,PRACCUNS,F,70-79Y,NUM,149,Y70T79
FIN,2015,PRACCUNS,F,80Y_OVER,NUM,51,Y_GE80
FIN,2017,PRACCUNS,M,30-39Y,NUM,15,Y30T39
FIN,2017,PRACCUNS,M,40-49Y,NUM,36,Y40T49
FIN,2017,PRACCUNS,M,50-59Y,NUM,184,Y50T59
FIN,2017,PRACCUNS,M,60-69Y,NUM,497,Y60T69
FIN,2017,PRACCUNS,M,70-79Y,NUM,597,Y70T79
FIN,2017,PRACCUNS,M,80Y_OVER,NUM,141,Y_GE80
FIN,2017,PRACCUNS,F,30-39Y,NUM,15,Y30T39
FIN,2017,PRACCUNS,F,40-49Y,NUM,29,Y40T49
FIN,2017,PRACCUNS,F,50-59Y,NUM,67,Y50T59
FIN,2017,PRACCUNS,F,60-69Y,NUM,269,Y60T69
FIN,2017,PRACCUNS,F,70-79Y,NUM,511,Y70T79
FIN,2017,PRACCUNS,F,80Y_OVER,NUM,227,Y_GE80
FIN,2020,PRACCUNS,M,10-19Y,NUM,1,Y10T19
FIN,2020,PRACCUNS,M,20-29Y,NUM,3,Y20T29
FIN,2020,PRACCUNS,M,30-39Y,NUM,23,Y30T39
FIN,2020,PRACCUNS,M,40-49Y,NUM,70,Y40T49
FIN,2020,PRACCUNS,M,50-59Y,NUM,356,Y50T59
FIN,2020,PRACCUNS,M,60-69Y,NUM,894,Y60T69
FIN,2020,PRACCUNS,M,70-79Y,NUM,1175,Y70T79
FIN,2020,PRACCUNS,M,80Y_OVER,NUM,425,Y_GE80
FIN,2020,PRACCUNS,F,20-29Y,NUM,6,Y20T29
FIN,2020,PRACCUNS,F,30-39Y,NUM,15,Y30T39
FIN,2020,PRACCUNS,F,40-49Y,NUM,46,Y40T49
FIN,2020,PRACCUNS,F,50-59Y,NUM,161,Y50T59
FIN,2020,PRACCUNS,F,60-69Y,NUM,401,Y60T69
FIN,2020,PRACCUNS,F,70-79Y,NUM,837,Y70T79
FIN,2020,PRACCUNS,F,80Y_OVER,NUM,581,Y_GE80
FIN,2022,PRACCUNS,M,30-39Y,NUM,19,Y30T39
FIN,2022,PRACCUNS,M,40-49Y,NUM,81,Y40T49
FIN,2022,PRACCUNS,M,50-59Y,NUM,383,Y50T59
FIN,2022,PRACCUNS,M,60-69Y,NUM,1031,Y60T69
FIN,2022,PRACCUNS,M,70-79Y,NUM,1369,Y70T79
FIN,2022,PRACCUNS,M,80Y_OVER,NUM,502,Y_GE80
FIN,2022,PRACCUNS,F,20-29Y,NUM,3,Y20T29
FIN,2022,PRACCUNS,F,30-39Y,NUM,11,Y30T39
FIN,2022,PRACCUNS,F,40-49Y,NUM,52,Y40T49
FIN,2022,PRACCUNS,F,50-59Y,NUM,170,Y50T59
FIN,2022,PRACCUNS,F,60-69Y,NUM,482,Y60T69
FIN,2022,PRACCUNS,F,70-79Y,NUM,992,Y70T79
FIN,2022,PRACCUNS,F,80Y_OVER,NUM,661,Y_GE80
FIN,2013,PRACCUNS,M,10-19Y,DEN,12,Y10T19
FIN,2013,PRACCUNS,M,20-29Y,DEN,116,Y20T29
FIN,2013,PRACCUNS,M,30-39Y,DEN,319,Y30T39
FIN,2013,PRACCUNS,M,40-49Y,DEN,964,Y40T49
FIN,2013,PRACCUNS,M,50-59Y,DEN,2365,Y50T59
FIN,2013,PRACCUNS,M,60-69Y,DEN,5526,Y60T69
FIN,2013,PRACCUNS,M,70-79Y,DEN,4519,Y70T79
FIN,2013,PRACCUNS,M,80Y_OVER,DEN,1690,Y_GE80
FIN,2013,PRACCUNS,F,0-9Y,DEN,1,Y0T9
FIN,2013,PRACCUNS,F,10-19Y,DEN,15,Y10T19
FIN,2013,PRACCUNS,F,20-29Y,DEN,74,Y20T29
FIN,2013,PRACCUNS,F,30-39Y,DEN,207,Y30T39
FIN,2013,PRACCUNS,F,40-49Y,DEN,466,Y40T49
FIN,2013,PRACCUNS,F,50-59Y,DEN,936,Y50T59
FIN,2013,PRACCUNS,F,60-69Y,DEN,2144,Y60T69
FIN,2013,PRACCUNS,F,70-79Y,DEN,2514,Y70T79
FIN,2013,PRACCUNS,F,80Y_OVER,DEN,1718,Y_GE80
FIN,2015,PRACCUNS,M,10-19Y,DEN,19,Y10T19
FIN,2015,PRACCUNS,M,20-29Y,DEN,115,Y20T29
FIN,2015,PRACCUNS,M,30-39Y,DEN,317,Y30T39
FIN,2015,PRACCUNS,M,40-49Y,DEN,876,Y40T49
FIN,2015,PRACCUNS,M,50-59Y,DEN,2531,Y50T59
FIN,2015,PRACCUNS,M,60-69Y,DEN,6169,Y60T69
FIN,2015,PRACCUNS,M,70-79Y,DEN,5651,Y70T79
FIN,2015,PRACCUNS,M,80Y_OVER,DEN,2090,Y_GE80
FIN,2015,PRACCUNS,F,10-19Y,DEN,13,Y10T19
FIN,2015,PRACCUNS,F,20-29Y,DEN,59,Y20T29
FIN,2015,PRACCUNS,F,30-39Y,DEN,187,Y30T39
FIN,2015,PRACCUNS,F,40-49Y,DEN,462,Y40T49
FIN,2015,PRACCUNS,F,50-59Y,DEN,992,Y50T59
FIN,2015,PRACCUNS,F,60-69Y,DEN,2584,Y60T69
FIN,2015,PRACCUNS,F,70-79Y,DEN,3476,Y70T79
FIN,2015,PRACCUNS,F,80Y_OVER,DEN,2025,Y_GE80
FIN,2017,PRACCUNS,M,10-19Y,DEN,17,Y10T19
FIN,2017,PRACCUNS,M,20-29Y,DEN,57,Y20T29
FIN,2017,PRACCUNS,M,30-39Y,DEN,189,Y30T39
FIN,2017,PRACCUNS,M,40-49Y,DEN,580,Y40T49
FIN,2017,PRACCUNS,M,50-59Y,DEN,2053,Y50T59
FIN,2017,PRACCUNS,M,60-69Y,DEN,6317,Y60T69
FIN,2017,PRACCUNS,M,70-79Y,DEN,8449,Y70T79
FIN,2017,PRACCUNS,M,80Y_OVER,DEN,3510,Y_GE80
FIN,2017,PRACCUNS,F,10-19Y,DEN,6,Y10T19
FIN,2017,PRACCUNS,F,20-29Y,DEN,34,Y20T29
FIN,2017,PRACCUNS,F,30-39Y,DEN,125,Y30T39
FIN,2017,PRACCUNS,F,40-49Y,DEN,296,Y40T49
FIN,2017,PRACCUNS,F,50-59Y,DEN,775,Y50T59
FIN,2017,PRACCUNS,F,60-69Y,DEN,3310,Y60T69
FIN,2017,PRACCUNS,F,70-79Y,DEN,7314,Y70T79
FIN,2017,PRACCUNS,F,80Y_OVER,DEN,5050,Y_GE80
FIN,2020,PRACCUNS,M,0-9Y,DEN,1,Y0T9
FIN,2020,PRACCUNS,M,10-19Y,DEN,14,Y10T19
FIN,2020,PRACCUNS,M,20-29Y,DEN,86,Y20T29
FIN,2020,PRACCUNS,M,30-39Y,DEN,342,Y30T39
FIN,2020,PRACCUNS,M,40-49Y,DEN,959,Y40T49
FIN,2020,PRACCUNS,M,50-59Y,DEN,3574,Y50T59
FIN,2020,PRACCUNS,M,60-69Y,DEN,10969,Y60T69
FIN,2020,PRACCUNS,M,70-79Y,DEN,21046,Y70T79
FIN,2020,PRACCUNS,M,80Y_OVER,DEN,13227,Y_GE80
FIN,2020,PRACCUNS,F,10-19Y,DEN,6,Y10T19
FIN,2020,PRACCUNS,F,20-29Y,DEN,56,Y20T29
FIN,2020,PRACCUNS,F,30-39Y,DEN,179,Y30T39
FIN,2020,PRACCUNS,F,40-49Y,DEN,457,Y40T49
FIN,2020,PRACCUNS,F,50-59Y,DEN,1447,Y50T59
FIN,2020,PRACCUNS,F,60-69Y,DEN,5134,Y60T69
FIN,2020,PRACCUNS,F,70-79Y,DEN,16129,Y70T79
FIN,2020,PRACCUNS,F,80Y_OVER,DEN,18025,Y_GE80
FIN,2022,PRACCUNS,M,0-9Y,DEN,3,Y0T9
FIN,2022,PRACCUNS,M,10-19Y,DEN,14,Y10T19
FIN,2022,PRACCUNS,M,20-29Y,DEN,74,Y20T29
FIN,2022,PRACCUNS,M,30-39Y,DEN,310,Y30T39
FIN,2022,PRACCUNS,M,40-49Y,DEN,1093,Y40T49
FIN,2022,PRACCUNS,M,50-59Y,DEN,3814,Y50T59
FIN,2022,PRACCUNS,M,60-69Y,DEN,12270,Y60T69
FIN,2022,PRACCUNS,M,70-79Y,DEN,26422,Y70T79
FIN,2022,PRACCUNS,M,80Y_OVER,DEN,17317,Y_GE80
FIN,2022,PRACCUNS,F,10-19Y,DEN,7,Y10T19
FIN,2022,PRACCUNS,F,20-29Y,DEN,53,Y20T29
FIN,2022,PRACCUNS,F,30-39Y,DEN,181,Y30T39
FIN,2022,PRACCUNS,F,40-49Y,DEN,495,Y40T49
FIN,2022,PRACCUNS,F,50-59Y,DEN,1488,Y50T59
FIN,2022,PRACCUNS,F,60-69Y,DEN,5718,Y60T69
FIN,2022,PRACCUNS,F,70-79Y,DEN,19656,Y70T79
FIN,2022,PRACCUNS,F,80Y_OVER,DEN,22516,Y_GE80
FIN,2013,PRPPOPFM,M,75Y_OVER,NUM,28013,Y_GE75
FIN,2013,PRPPOPFM,F,75Y_OVER,NUM,54676,Y_GE75
FIN,2015,PRPPOPFM,M,75Y_OVER,NUM,34866,Y_GE75
FIN,2015,PRPPOPFM,F,75Y_OVER,NUM,65653,Y_GE75
FIN,2017,PRPPOPFM,M,75Y_OVER,NUM,41883,Y_GE75
FIN,2017,PRPPOPFM,F,75Y_OVER,NUM,75013,Y_GE75
FIN,2020,PRPPOPFM,M,75Y_OVER,NUM,63601,Y_GE75
FIN,2020,PRPPOPFM,F,75Y_OVER,NUM,103145,Y_GE75
FIN,2022,PRPPOPFM,M,75Y_OVER,NUM,71220,Y_GE75
FIN,2022,PRPPOPFM,F,75Y_OVER,NUM,114084,Y_GE75
FIN,2013,PRPPOPFM,M,75Y_OVER,DEN,172709,Y_GE75
FIN,2013,PRPPOPFM,F,75Y_OVER,DEN,291571,Y_GE75
FIN,2015,PRPPOPFM,M,75Y_OVER,DEN,182320,Y_GE75
FIN,2015,PRPPOPFM,F,75Y_OVER,DEN,298423,Y_GE75
FIN,2017,PRPPOPFM,M,75Y_OVER,DEN,194181,Y_GE75
FIN,2017,PRPPOPFM,F,75Y_OVER,DEN,307801,Y_GE75
FIN,2020,PRPPOPFM,M,75Y_OVER,DEN,240954,Y_GE75
FIN,2020,PRPPOPFM,F,75Y_OVER,DEN,356446,Y_GE75
FIN,2022,PRPPOPFM,M,75Y_OVER,DEN,267097,Y_GE75
FIN,2022,PRPPOPFM,F,75Y_OVER,DEN,383963,Y_GE75
FIN,2013,PROPOUDD,M,18-49Y,NUM,3224755,Y18T49
