REF_AREA,TIME_PERIOD,MEASURE,SEX,AGE,UNIT,OBS_VALUE,AGE
AUS,2009,PRABOUDD,F,80Y_OVER,NUM,8723082,Y_GE80
AUS,2010,PRABOUDD,M,0-9Y,NUM,2559286.8,Y0T9
AUS,2010,PRABOUDD,M,10-19Y,NUM,3243221.5,Y10T19
AUS,2010,PRABOUDD,M,20-29Y,NUM,1873501.9,Y20T29
AUS,2010,PRABOUDD,M,30-39Y,NUM,2186136,Y30T39
AUS,2010,PRABOUDD,M,40-49Y,NUM,2891111.8,Y40T49
AUS,2010,PRABOUDD,M,50-59Y,NUM,3854911.8,Y50T59
AUS,2010,PRABOUDD,M,60-69Y,NUM,7897160,Y60T69
AUS,2010,PRABOUDD,M,70-79Y,NUM,8464575,Y70T79
AUS,2010,PRABOUDD,M,80Y_OVER,NUM,5542527.5,Y_GE80
AUS,2010,PRABOUDD,F,0-9Y,NUM,2292630.5,Y0T9
AUS,2010,PRABOUDD,F,10-19Y,NUM,3711652.5,Y10T19
AUS,2010,PRABOUDD,F,20-29Y,NUM,4021916.5,Y20T29
AUS,2010,PRABOUDD,F,30-39Y,NUM,4557681,Y30T39
AUS,2010,PRABOUDD,F,40-49Y,NUM,4800036.5,Y40T49
AUS,2010,PRABOUDD,F,50-59Y,NUM,5858705,Y50T59
AUS,2010,PRABOUDD,F,60-69Y,NUM,10968952,Y60T69
AUS,2010,PRABOUDD,F,70-79Y,NUM,10532581,Y70T79
AUS,2010,PRABOUDD,F,80Y_OVER,NUM,9454376,Y_GE80
AUS,2011,PRABOUDD,M,0-9Y,NUM,2660466.5,Y0T9
AUS,2011,PRABOUDD,M,10-19Y,NUM,3314113,Y10T19
AUS,2011,PRABOUDD,M,20-29Y,NUM,1951093.3,Y20T29
AUS,2011,PRABOUDD,M,30-39Y,NUM,2202584.8,Y30T39
AUS,2011,PRABOUDD,M,40-49Y,NUM,2950060.5,Y40T49
AUS,2011,PRABOUDD,M,50-59Y,NUM,3973122,Y50T59
AUS,2011,PRABOUDD,M,60-69Y,NUM,8265393.5,Y60T69
AUS,2011,PRABOUDD,M,70-79Y,NUM,8874860,Y70T79
AUS,2011,PRABOUDD,M,80Y_OVER,NUM,5950686,Y_GE80
AUS,2011,PRABOUDD,F,0-9Y,NUM,2393296,Y0T9
AUS,2011,PRABOUDD,F,10-19Y,NUM,3821247.3,Y10T19
AUS,2011,PRABOUDD,F,20-29Y,NUM,4236248,Y20T29
AUS,2011,PRABOUDD,F,30-39Y,NUM,4651183.5,Y30T39
AUS,2011,PRABOUDD,F,40-49Y,NUM,4964933,Y40T49
AUS,2011,PRABOUDD,F,50-59Y,NUM,5996832.5,Y50T59
AUS,2011,PRABOUDD,F,60-69Y,NUM,11537625,Y60T69
AUS,2011,PRABOUDD,F,70-79Y,NUM,11128305,Y70T79
AUS,2011,PRABOUDD,F,80Y_OVER,NUM,10074490,Y_GE80
AUS,2012,PRABOUDD,M,0-9Y,NUM,5689725.5,Y0T9
AUS,2012,PRABOUDD,M,10-19Y,NUM,8032944.5,Y10T19
AUS,2012,PRABOUDD,M,20-29Y,NUM,6763545.5,Y20T29
AUS,2012,PRABOUDD,M,30-39Y,NUM,7337962,Y30T39
AUS,2012,PRABOUDD,M,40-49Y,NUM,8216038,Y40T49
AUS,2012,PRABOUDD,M,50-59Y,NUM,9275946,Y50T59
AUS,2012,PRABOUDD,M,60-69Y,NUM,11403751,Y60T69
AUS,2012,PRABOUDD,M,70-79Y,NUM,9549535,Y70T79
AUS,2012,PRABOUDD,M,80Y_OVER,NUM,6429624.5,Y_GE80
AUS,2012,PRABOUDD,F,0-9Y,NUM,5198836,Y0T9
AUS,2012,PRABOUDD,F,10-19Y,NUM,8756506,Y10T19
AUS,2012,PRABOUDD,F,20-29Y,NUM,10878236,Y20T29
AUS,2012,PRABOUDD,F,30-39Y,NUM,11474467,Y30T39
AUS,2012,PRABOUDD,F,40-49Y,NUM,11864798,Y40T49
AUS,2012,PRABOUDD,F,50-59Y,NUM,12813618,Y50T59
AUS,2012,PRABOUDD,F,60-69Y,NUM,14613867,Y60T69
AUS,2012,PRABOUDD,F,70-79Y,NUM,11928120,Y70T79
AUS,2012,PRABOUDD,F,80Y_OVER,NUM,10841179,Y_GE80
AUS,2013,PRABOUDD,M,0-9Y,NUM,6408065.5,Y0T9
AUS,2013,PRABOUDD,M,10-19Y,NUM,9265652,Y10T19
AUS,2013,PRABOUDD,M,20-29Y,NUM,8158932.5,Y20T29
AUS,2013,PRABOUDD,M,30-39Y,NUM,8766917,Y30T39
AUS,2013,PRABOUDD,M,40-49Y,NUM,9713470,Y40T49
AUS,2013,PRABOUDD,M,50-59Y,NUM,10908247,Y50T59
AUS,2013,PRABOUDD,M,60-69Y,NUM,12528194,Y60T69
AUS,2013,PRABOUDD,M,70-79Y,NUM,9709957,Y70T79
AUS,2013,PRABOUDD,M,80Y_OVER,NUM,6567936,Y_GE80
AUS,2013,PRABOUDD,F,0-9Y,NUM,5853579.5,Y0T9
AUS,2013,PRABOUDD,F,10-19Y,NUM,10149034,Y10T19
AUS,2013,PRABOUDD,F,20-29Y,NUM,13092627,Y20T29
AUS,2013,PRABOUDD,F,30-39Y,NUM,13388816,Y30T39
AUS,2013,PRABOUDD,F,40-49Y,NUM,13849517,Y40T49
AUS,2013,PRABOUDD,F,50-59Y,NUM,14918515,Y50T59
AUS,2013,PRABOUDD,F,60-69Y,NUM,15736078,Y60T69
AUS,2013,PRABOUDD,F,70-79Y,NUM,12213182,Y70T79
AUS,2013,PRABOUDD,F,80Y_OVER,NUM,11142521,Y_GE80
AUS,2014,PRABOUDD,M,0-9Y,NUM,6584164,Y0T9
AUS,2014,PRABOUDD,M,10-19Y,NUM,9304706,Y10T19
AUS,2014,PRABOUDD,M,20-29Y,NUM,8453970,Y20T29
AUS,2014,PRABOUDD,M,30-39Y,NUM,9178848,Y30T39
AUS,2014,PRABOUDD,M,40-49Y,NUM,9984251,Y40T49
AUS,2014,PRABOUDD,M,50-59Y,NUM,11345678,Y50T59
AUS,2014,PRABOUDD,M,60-69Y,NUM,13089461,Y60T69
AUS,2014,PRABOUDD,M,70-79Y,NUM,10357700,Y70T79
AUS,2014,PRABOUDD,M,80Y_OVER,NUM,6909989,Y_GE80
AUS,2014,PRABOUDD,F,0-9Y,NUM,6032920,Y0T9
AUS,2014,PRABOUDD,F,10-19Y,NUM,10444136,Y10T19
AUS,2014,PRABOUDD,F,20-29Y,NUM,13743925,Y20T29
AUS,2014,PRABOUDD,F,30-39Y,NUM,14096739,Y30T39
AUS,2014,PRABOUDD,F,40-49Y,NUM,14359856,Y40T49
AUS,2014,PRABOUDD,F,50-59Y,NUM,15586124,Y50T59
AUS,2014,PRABOUDD,F,60-69Y,NUM,16659947,Y60T69
AUS,2014,PRABOUDD,F,70-79Y,NUM,13136769,Y70T79
AUS,2014,PRABOUDD,F,80Y_OVER,NUM,11753521,Y_GE80
AUS,2015,PRABOUDD,M,0-9Y,NUM,6641057.5,Y0T9
AUS,2015,PRABOUDD,M,10-19Y,NUM,9446428,Y10T19
AUS,2015,PRABOUDD,M,20-29Y,NUM,8393356,Y20T29
AUS,2015,PRABOUDD,M,30-39Y,NUM,9203258,Y30T39
AUS,2015,PRABOUDD,M,40-49Y,NUM,9991757,Y40T49
AUS,2015,PRABOUDD,M,50-59Y,NUM,11464332,Y50T59
AUS,2015,PRABOUDD,M,60-69Y,NUM,13302844,Y60T69
AUS,2015,PRABOUDD,M,70-79Y,NUM,10817723,Y70T79
AUS,2015,PRABOUDD,M,80Y_OVER,NUM,7194598,Y_GE80
AUS,2015,PRABOUDD,F,0-9Y,NUM,6130145,Y0T9
AUS,2015,PRABOUDD,F,10-19Y,NUM,10599409,Y10T19
AUS,2015,PRABOUDD,F,20-29Y,NUM,13802283,Y20T29
AUS,2015,PRABOUDD,F,30-39Y,NUM,14225531,Y30T39
AUS,2015,PRABOUDD,F,40-49Y,NUM,14545787,Y40T49
AUS,2015,PRABOUDD,F,50-59Y,NUM,15818437,Y50T59
AUS,2015,PRABOUDD,F,60-69Y,NUM,17197570,Y60T69
AUS,2015,PRABOUDD,F,70-79Y,NUM,13966572,Y70T79
AUS,2015,PRABOUDD,F,80Y_OVER,NUM,12253913,Y_GE80
AUS,2016,PRABOUDD,M,0-9Y,NUM,6046771.5,Y0T9
AUS,2016,PRABOUDD,M,10-19Y,NUM,8904206,Y10T19
AUS,2016,PRABOUDD,M,20-29Y,NUM,8186269.5,Y20T29
AUS,2016,PRABOUDD,M,30-39Y,NUM,9127680,Y30T39
AUS,2016,PRABOUDD,M,40-49Y,NUM,9799177,Y40T49
AUS,2016,PRABOUDD,M,50-59Y,NUM,11337768,Y50T59
AUS,2016,PRABOUDD,M,60-69Y,NUM,13293937,Y60T69
AUS,2016,PRABOUDD,M,70-79Y,NUM,11095689,Y70T79
AUS,2016,PRABOUDD,M,80Y_OVER,NUM,7390146.5,Y_GE80
AUS,2016,PRABOUDD,F,0-9Y,NUM,5560641,Y0T9
AUS,2016,PRABOUDD,F,10-19Y,NUM,10167637,Y10T19
AUS,2016,PRABOUDD,F,20-29Y,NUM,13539585,Y20T29
AUS,2016,PRABOUDD,F,30-39Y,NUM,14094200,Y30T39
AUS,2016,PRABOUDD,F,40-49Y,NUM,14242351,Y40T49
AUS,2016,PRABOUDD,F,50-59Y,NUM,15683131,Y50T59
AUS,2016,PRABOUDD,F,60-69Y,NUM,17368506,Y60T69
AUS,2016,PRABOUDD,F,70-79Y,NUM,14540579,Y70T79
AUS,2016,PRABOUDD,F,80Y_OVER,NUM,12672028,Y_GE80
AUS,2017,PRABOUDD,M,0-9Y,NUM,5636707.5,Y0T9
AUS,2017,PRABOUDD,M,10-19Y,NUM,8482867,Y10T19
AUS,2017,PRABOUDD,M,20-29Y,NUM,7754448,Y20T29
AUS,2017,PRABOUDD,M,30-39Y,NUM,8803492,Y30T39
AUS,2017,PRABOUDD,M,40-49Y,NUM,9506950,Y40T49
AUS,2017,PRABOUDD,M,50-59Y,NUM,11064797,Y50T59
AUS,2017,PRABOUDD,M,60-69Y,NUM,13085182,Y60T69
AUS,2017,PRABOUDD,M,70-79Y,NUM,11509048,Y70T79
AUS,2017,PRABOUDD,M,80Y_OVER,NUM,7606677.5,Y_GE80
AUS,2017,PRABOUDD,F,0-9Y,NUM,5200278.5,Y0T9
AUS,2017,PRABOUDD,F,10-19Y,NUM,9746819,Y10T19
AUS,2017,PRABOUDD,F,20-29Y,NUM,12922590,Y20T29
AUS,2017,PRABOUDD,F,30-39Y,NUM,13621312,Y30T39
AUS,2017,PRABOUDD,F,40-49Y,NUM,13795407,Y40T49
AUS,2017,PRABOUDD,F,50-59Y,NUM,15358584,Y50T59
AUS,2017,PRABOUDD,F,60-69Y,NUM,17327828,Y60T69
AUS,2017,PRABOUDD,F,70-79Y,NUM,15337333,Y70T79
AUS,2017,PRABOUDD,F,80Y_OVER,NUM,13232520,Y_GE80
AUS,2018,PRABOUDD,M,0-9Y,NUM,5111824,Y0T9
AUS,2018,PRABOUDD,M,10-19Y,NUM,7862326.5,Y10T19
AUS,2018,PRABOUDD,M,20-29Y,NUM,7490172.5,Y20T29
AUS,2018,PRABOUDD,M,30-39Y,NUM,8649637,Y30T39
AUS,2018,PRABOUDD,M,40-49Y,NUM,9159423,Y40T49
AUS,2018,PRABOUDD,M,50-59Y,NUM,10714845,Y50T59
AUS,2018,PRABOUDD,M,60-69Y,NUM,12778139,Y60T69
AUS,2018,PRABOUDD,M,70-79Y,NUM,11869288,Y70T79
AUS,2018,PRABOUDD,M,80Y_OVER,NUM,7725316.5,Y_GE80
AUS,2018,PRABOUDD,F,0-9Y,NUM,4715071,Y0T9
AUS,2018,PRABOUDD,F,10-19Y,NUM,9232614,Y10T19
AUS,2018,PRABOUDD,F,20-29Y,NUM,12594346,Y20T29
AUS,2018,PRABOUDD,F,30-39Y,NUM,13371916,Y30T39
AUS,2018,PRABOUDD,F,40-49Y,NUM,13255086,Y40T49
AUS,2018,PRABOUDD,F,50-59Y,NUM,14881672,Y50T59
AUS,2018,PRABOUDD,F,60-69Y,NUM,16979168,Y60T69
AUS,2018,PRABOUDD,F,70-79Y,NUM,15997029,Y70T79
AUS,2018,PRABOUDD,F,80Y_OVER,NUM,13699206,Y_GE80
AUS,2019,PRABOUDD,M,0-9Y,NUM,5347397,Y0T9
AUS,2019,PRABOUDD,M,10-19Y,NUM,8251554.5,Y10T19
AUS,2019,PRABOUDD,M,20-29Y,NUM,7637096,Y20T29
AUS,2019,PRABOUDD,M,30-39Y,NUM,8945795,Y30T39
AUS,2019,PRABOUDD,M,40-49Y,NUM,9349325,Y40T49
AUS,2019,PRABOUDD,M,50-59Y,NUM,10930194,Y50T59
AUS,2019,PRABOUDD,M,60-69Y,NUM,13021272,Y60T69
AUS,2019,PRABOUDD,M,70-79Y,NUM,12510157,Y70T79
AUS,2019,PRABOUDD,M,80Y_OVER,NUM,8114713,Y_GE80
AUS,2019,PRABOUDD,F,0-9Y,NUM,4955654.5,Y0T9
AUS,2019,PRABOUDD,F,10-19Y,NUM,9422065,Y10T19
AUS,2019,PRABOUDD,F,20-29Y,NUM,12713845,Y20T29
AUS,2019,PRABOUDD,F,30-39Y,NUM,13823686,Y30T39
AUS,2019,PRABOUDD,F,40-49Y,NUM,13526156,Y40T49
AUS,2019,PRABOUDD,F,50-59Y,NUM,15186834,Y50T59
AUS,2019,PRABOUDD,F,60-69Y,NUM,17541768,Y60T69
AUS,2019,PRABOUDD,F,70-79Y,NUM,17074586,Y70T79
AUS,2019,PRABOUDD,F,80Y_OVER,NUM,14466896,Y_GE80
AUS,2020,PRABOUDD,M,0-9Y,NUM,2957116.542,Y0T9
AUS,2020,PRABOUDD,M,10-19Y,NUM,6333318.558,Y10T19
AUS,2020,PRABOUDD,M,20-29Y,NUM,5638613.803,Y20T29
AUS,2020,PRABOUDD,M,30-39Y,NUM,6511020.643,Y30T39
AUS,2020,PRABOUDD,M,40-49Y,NUM,6926313.513,Y40T49
AUS,2020,PRABOUDD,M,50-59Y,NUM,8283812.267,Y50T59
AUS,2020,PRABOUDD,M,60-69Y,NUM,10025261.59,Y60T69
AUS,2020,PRABOUDD,M,70-79Y,NUM,10411197.55,Y70T79
AUS,2020,PRABOUDD,M,80Y_OVER,NUM,7046220.034,Y_GE80
AUS,2020,PRABOUDD,F,0-9Y,NUM,2768185.492,Y0T9
AUS,2020,PRABOUDD,F,10-19Y,NUM,7386683.133,Y10T19
AUS,2020,PRABOUDD,F,20-29Y,NUM,10077471.86,Y20T29
AUS,2020,PRABOUDD,F,30-39Y,NUM,10717145.02,Y30T39
AUS,2020,PRABOUDD,F,40-49Y,NUM,10443541.55,Y40T49
AUS,2020,PRABOUDD,F,50-59Y,NUM,11750028.33,Y50T59
AUS,2020,PRABOUDD,F,60-69Y,NUM,13782458.87,Y60T69
AUS,2020,PRABOUDD,F,70-79Y,NUM,14955784.22,Y70T79
AUS,2020,PRABOUDD,F,80Y_OVER,NUM,13313402.33,Y_GE80
AUS,2021,PRABOUDD,M,0-9Y,NUM,3787867.335,Y0T9
AUS,2021,PRABOUDD,M,10-19Y,NUM,6414246.644,Y10T19
AUS,2021,PRABOUDD,M,20-29Y,NUM,5410099.129,Y20T29
AUS,2021,PRABOUDD,M,30-39Y,NUM,6546784.603,Y30T39
AUS,2021,PRABOUDD,M,40-49Y,NUM,6695577.005,Y40T49
AUS,2021,PRABOUDD,M,50-59Y,NUM,7892631.613,Y50T59
AUS,2021,PRABOUDD,M,60-69Y,NUM,9663646.09,Y60T69
AUS,2021,PRABOUDD,M,70-79Y,NUM,10126009.19,Y70T79
AUS,2021,PRABOUDD,M,80Y_OVER,NUM,7027952.071,Y_GE80
AUS,2021,PRABOUDD,F,0-9Y,NUM,3496010.93,Y0T9
AUS,2021,PRABOUDD,F,10-19Y,NUM,7424542.76,Y10T19
AUS,2021,PRABOUDD,F,20-29Y,NUM,9916254.952,Y20T29
AUS,2021,PRABOUDD,F,30-39Y,NUM,10990514.19,Y30T39
AUS,2021,PRABOUDD,F,40-49Y,NUM,10056136.97,Y40T49
AUS,2021,PRABOUDD,F,50-59Y,NUM,11254983.32,Y50T59
AUS,2021,PRABOUDD,F,60-69Y,NUM,13371970.81,Y60T69
AUS,2021,PRABOUDD,F,70-79Y,NUM,14813213.1,Y70T79
AUS,2021,PRABOUDD,F,80Y_OVER,NUM,13319720.46,Y_GE80
AUS,2022,PRABOUDD,M,0-9Y,NUM,4536573.353,Y0T9
AUS,2022,PRABOUDD,M,10-19Y,NUM,7504170.317,Y10T19
AUS,2022,PRABOUDD,M,20-29Y,NUM,6125929.143,Y20T29
AUS,2022,PRABOUDD,M,30-39Y,NUM,7370897.543,Y30T39
AUS,2022,PRABOUDD,M,40-49Y,NUM,7551721.29,Y40T49
AUS,2022,PRABOUDD,M,50-59Y,NUM,8848291.423,Y50T59
AUS,2022,PRABOUDD,M,60-69Y,NUM,10701536.02,Y60T69
AUS,2022,PRABOUDD,M,70-79Y,NUM,11072923.86,Y70T79
AUS,2022,PRABOUDD,M,80Y_OVER,NUM,7421119.434,Y_GE80
AUS,2022,PRABOUDD,F,0-9Y,NUM,4174764.068,Y0T9
AUS,2022,PRABOUDD,F,10-19Y,NUM,8415182.592,Y10T19
AUS,2022,PRABOUDD,F,20-29Y,NUM,10909775.82,Y20T29
AUS,2022,PRABOUDD,F,30-39Y,NUM,12472959.63,Y30T39
AUS,2022,PRABOUDD,F,40-49Y,NUM,11490505.29,Y40T49
AUS,2022,PRABOUDD,F,50-59Y,NUM,12784860.85,Y50T59
AUS,2022,PRABOUDD,F,60-69Y,NUM,14917520.83,Y60T69
AUS,2022,PRABOUDD,F,70-79Y,NUM,16204132.57,Y70T79
AUS,2022,PRABOUDD,F,80Y_OVER,NUM,13950395.95,Y_GE80
AUS,2005,PRABOUDD,M,0-9Y,DEN,429812,Y0T9
AUS,2005,PRABOUDD,M,10-19Y,DEN,355446,Y10T19
AUS,2005,PRABOUDD,M,20-29Y,DEN,288850,Y20T29
AUS,2005,PRABOUDD,M,30-39Y,DEN,403796,Y30T39
AUS,2005,PRABOUDD,M,40-49Y,DEN,545666,Y40T49
AUS,2005,PRABOUDD,M,50-59Y,DEN,676688,Y50T59
AUS,2005,PRABOUDD,M,60-69Y,DEN,635609,Y60T69
AUS,2005,PRABOUDD,M,70-79Y,DEN,496292,Y70T79
AUS,2005,PRABOUDD,M,80Y_OVER,DEN,233771,Y_GE80
AUS,2005,PRABOUDD,F,0-9Y,DEN,374105,Y0T9
AUS,2005,PRABOUDD,F,10-19Y,DEN,424532,Y10T19
AUS,2005,PRABOUDD,F,20-29Y,DEN,500151,Y20T29
AUS,2005,PRABOUDD,F,30-39Y,DEN,606434,Y30T39
AUS,2005,PRABOUDD,F,40-49Y,DEN,675220,Y40T49
AUS,2005,PRABOUDD,F,50-59Y,DEN,752420,Y50T59
AUS,2005,PRABOUDD,F,60-69Y,DEN,703420,Y60T69
AUS,2005,PRABOUDD,F,70-79Y,DEN,583430,Y70T79
AUS,2005,PRABOUDD,F,80Y_OVER,DEN,412709,Y_GE80
AUS,2006,PRABOUDD,M,0-9Y,DEN,409498,Y0T9
AUS,2006,PRABOUDD,M,10-19Y,DEN,339668,Y10T19
AUS,2006,PRABOUDD,M,20-29Y,DEN,277306,Y20T29
AUS,2006,PRABOUDD,M,30-39Y,DEN,391258,Y30T39
AUS,2006,PRABOUDD,M,40-49Y,DEN,537400,Y40T49
AUS,2006,PRABOUDD,M,50-59Y,DEN,675347,Y50T59
AUS,2006,PRABOUDD,M,60-69Y,DEN,653806,Y60T69
AUS,2006,PRABOUDD,M,70-79Y,DEN,500297,Y70T79
AUS,2006,PRABOUDD,M,80Y_OVER,DEN,248420,Y_GE80
AUS,2006,PRABOUDD,F,0-9Y,DEN,356880,Y0T9
AUS,2006,PRABOUDD,F,10-19Y,DEN,405873,Y10T19
AUS,2006,PRABOUDD,F,20-29Y,DEN,477143,Y20T29
AUS,2006,PRABOUDD,F,30-39Y,DEN,582117,Y30T39
AUS,2006,PRABOUDD,F,40-49Y,DEN,655442,Y40T49
AUS,2006,PRABOUDD,F,50-59Y,DEN,746575,Y50T59
AUS,2006,PRABOUDD,F,60-69Y,DEN,717528,Y60T69
AUS,2006,PRABOUDD,F,70-79Y,DEN,583593,Y70T79
AUS,2006,PRABOUDD,F,80Y_OVER,DEN,428505,Y_GE80
AUS,2007,PRABOUDD,M,0-9Y,DEN,412518,Y0T9
AUS,2007,PRABOUDD,M,10-19Y,DEN,335676,Y10T19
AUS,2007,PRABOUDD,M,20-29Y,DEN,263391,Y20T29
AUS,2007,PRABOUDD,M,30-39Y,DEN,372360,Y30T39
AUS,2007,PRABOUDD,M,40-49Y,DEN,513263,Y40T49
AUS,2007,PRABOUDD,M,50-59Y,DEN,648635,Y50T59
AUS,2007,PRABOUDD,M,60-69Y,DEN,674599,Y60T69
AUS,2007,PRABOUDD,M,70-79Y,DEN,508143,Y70T79
AUS,2007,PRABOUDD,M,80Y_OVER,DEN,261523,Y_GE80
AUS,2007,PRABOUDD,F,0-9Y,DEN,358455,Y0T9
AUS,2007,PRABOUDD,F,10-19Y,DEN,393253,Y10T19
AUS,2007,PRABOUDD,F,20-29Y,DEN,459009,Y20T29
AUS,2007,PRABOUDD,F,30-39Y,DEN,556746,Y30T39
AUS,2007,PRABOUDD,F,40-49Y,DEN,621316,Y40T49
AUS,2007,PRABOUDD,F,50-59Y,DEN,715306,Y50T59
AUS,2007,PRABOUDD,F,60-69Y,DEN,739439,Y60T69
AUS,2007,PRABOUDD,F,70-79Y,DEN,588111,Y70T79
AUS,2007,PRABOUDD,F,80Y_OVER,DEN,443139,Y_GE80
AUS,2008,PRABOUDD,M,0-9Y,DEN,414990,Y0T9
AUS,2008,PRABOUDD,M,10-19Y,DEN,337208,Y10T19
AUS,2008,PRABOUDD,M,20-29Y,DEN,269492,Y20T29
AUS,2008,PRABOUDD,M,30-39Y,DEN,386621,Y30T39
AUS,2008,PRABOUDD,M,40-49Y,DEN,530841,Y40T49
AUS,2008,PRABOUDD,M,50-59Y,DEN,662129,Y50T59
AUS,2008,PRABOUDD,M,60-69Y,DEN,712107,Y60T69
AUS,2008,PRABOUDD,M,70-79Y,DEN,517624,Y70T79
AUS,2008,PRABOUDD,M,80Y_OVER,DEN,273043,Y_GE80
AUS,2008,PRABOUDD,F,0-9Y,DEN,358612,Y0T9
AUS,2008,PRABOUDD,F,10-19Y,DEN,389049,Y10T19
AUS,2008,PRABOUDD,F,20-29Y,DEN,460928,Y20T29
AUS,2008,PRABOUDD,F,30-39Y,DEN,562889,Y30T39
AUS,2008,PRABOUDD,F,40-49Y,DEN,636309,Y40T49
AUS,2008,PRABOUDD,F,50-59Y,DEN,730544,Y50T59
AUS,2008,PRABOUDD,F,60-69Y,DEN,775309,Y60T69
AUS,2008,PRABOUDD,F,70-79Y,DEN,595000,Y70T79
AUS,2008,PRABOUDD,F,80Y_OVER,DEN,455607,Y_GE80
AUS,2009,PRABOUDD,M,0-9Y,DEN,427818,Y0T9
AUS,2009,PRABOUDD,M,10-19Y,DEN,354287,Y10T19
AUS,2009,PRABOUDD,M,20-29Y,DEN,293988,Y20T29
AUS,2009,PRABOUDD,M,30-39Y,DEN,403607,Y30T39
AUS,2009,PRABOUDD,M,40-49Y,DEN,536930,Y40T49
AUS,2009,PRABOUDD,M,50-59Y,DEN,656532,Y50T59
AUS,2009,PRABOUDD,M,60-69Y,DEN,734942,Y60T69
AUS,2009,PRABOUDD,M,70-79Y,DEN,526683,Y70T79
AUS,2009,PRABOUDD,M,80Y_OVER,DEN,284666,Y_GE80
AUS,2009,PRABOUDD,F,0-9Y,DEN,369636,Y0T9
AUS,2009,PRABOUDD,F,10-19Y,DEN,401269,Y10T19
AUS,2009,PRABOUDD,F,20-29Y,DEN,482131,Y20T29
AUS,2009,PRABOUDD,F,30-39Y,DEN,570553,Y30T39
AUS,2009,PRABOUDD,F,40-49Y,DEN,640973,Y40T49
AUS,2009,PRABOUDD,F,50-59Y,DEN,724518,Y50T59
AUS,2009,PRABOUDD,F,60-69Y,DEN,800254,Y60T69
AUS,2009,PRABOUDD,F,70-79Y,DEN,602089,Y70T79
AUS,2009,PRABOUDD,F,80Y_OVER,DEN,466980,Y_GE80
AUS,2010,PRABOUDD,M,0-9Y,DEN,435196,Y0T9
AUS,2010,PRABOUDD,M,10-19Y,DEN,351493,Y10T19
AUS,2010,PRABOUDD,M,20-29Y,DEN,305500,Y20T29
AUS,2010,PRABOUDD,M,30-39Y,DEN,410449,Y30T39
AUS,2010,PRABOUDD,M,40-49Y,DEN,544586,Y40T49
AUS,2010,PRABOUDD,M,50-59Y,DEN,667716,Y50T59
AUS,2010,PRABOUDD,M,60-69Y,DEN,757883,Y60T69
AUS,2010,PRABOUDD,M,70-79Y,DEN,539356,Y70T79
AUS,2010,PRABOUDD,M,80Y_OVER,DEN,296404,Y_GE80
AUS,2010,PRABOUDD,F,0-9Y,DEN,374925,Y0T9
AUS,2010,PRABOUDD,F,10-19Y,DEN,401522,Y10T19
AUS,2010,PRABOUDD,F,20-29Y,DEN,496386,Y20T29
AUS,2010,PRABOUDD,F,30-39Y,DEN,575708,Y30T39
AUS,2010,PRABOUDD,F,40-49Y,DEN,644382,Y40T49
AUS,2010,PRABOUDD,F,50-59Y,DEN,732370,Y50T59
AUS,2010,PRABOUDD,F,60-69Y,DEN,823969,Y60T69
AUS,2010,PRABOUDD,F,70-79Y,DEN,612457,Y70T79
AUS,2010,PRABOUDD,F,80Y_OVER,DEN,478499,Y_GE80
AUS,2011,PRABOUDD,M,0-9Y,DEN,436782,Y0T9
AUS,2011,PRABOUDD,M,10-19Y,DEN,364393,Y10T19
AUS,2011,PRABOUDD,M,20-29Y,DEN,311367,Y20T29
AUS,2011,PRABOUDD,M,30-39Y,DEN,403399,Y30T39
AUS,2011,PRABOUDD,M,40-49Y,DEN,537745,Y40T49
AUS,2011,PRABOUDD,M,50-59Y,DEN,664807,Y50T59
AUS,2011,PRABOUDD,M,60-69Y,DEN,778066,Y60T69
AUS,2011,PRABOUDD,M,70-79Y,DEN,552779,Y70T79
AUS,2011,PRABOUDD,M,80Y_OVER,DEN,309083,Y_GE80
AUS,2011,PRABOUDD,F,0-9Y,DEN,377496,Y0T9
AUS,2011,PRABOUDD,F,10-19Y,DEN,413955,Y10T19
AUS,2011,PRABOUDD,F,20-29Y,DEN,509141,Y20T29
AUS,2011,PRABOUDD,F,30-39Y,DEN,572707,Y30T39
AUS,2011,PRABOUDD,F,40-49Y,DEN,642128,Y40T49
AUS,2011,PRABOUDD,F,50-59Y,DEN,727582,Y50T59
AUS,2011,PRABOUDD,F,60-69Y,DEN,846507,Y60T69
AUS,2011,PRABOUDD,F,70-79Y,DEN,622782,Y70T79
AUS,2011,PRABOUDD,F,80Y_OVER,DEN,491364,Y_GE80
AUS,2012,PRABOUDD,M,0-9Y,DEN,906298,Y0T9
AUS,2012,PRABOUDD,M,10-19Y,DEN,661477,Y10T19
AUS,2012,PRABOUDD,M,20-29Y,DEN,698391,Y20T29
AUS,2012,PRABOUDD,M,30-39Y,DEN,813313,Y30T39
AUS,2012,PRABOUDD,M,40-49Y,DEN,949215,Y40T49
AUS,2012,PRABOUDD,M,50-59Y,DEN,1020566,Y50T59
AUS,2012,PRABOUDD,M,60-69Y,DEN,950778,Y60T69
AUS,2012,PRABOUDD,M,70-79Y,DEN,583823,Y70T79
AUS,2012,PRABOUDD,M,80Y_OVER,DEN,322892,Y_GE80
AUS,2012,PRABOUDD,F,0-9Y,DEN,820268,Y0T9
AUS,2012,PRABOUDD,F,10-19Y,DEN,773198,Y10T19
